smiles,bandgap_chain,mfp_MQNs13,mfp_MQNs14,mfp_MQNs15,mfp_MQNs16,mfp_MQNs17,mfp_MQNs18,mfp_MQNs19,mfp_MQNs20,mfp_MQNs21,mfp_MQNs22,mfp_MQNs23,mfp_MQNs24,mfp_MQNs25,mfp_MQNs26,mfp_MQNs27,mfp_MQNs28,mfp_MQNs29,mfp_MQNs30,mfp_MQNs31,mfp_MQNs32,mfp_MQNs33,mfp_MQNs34,mfp_MQNs35,mfp_MQNs36,mfp_MQNs37,mfp_MQNs38,mfp_MQNs39,mfp_MQNs40,mfp_MQNs41,mfp_MQNs42,mfp_NumAromaticRings,mfp_NumAliphaticRings,mfp_Chi0n,mfp_Chi0v,mfp_Chi1n,mfp_Chi1v,mfp_Chi2n,mfp_Chi2v,mfp_HallKierAlpha,mfp_tpsa
[*]OP(=O)(Oc1ccccc1)Oc1ccc(-c2ccc([*])cc2)cc1,4.5854,0.5526315789473685,0.0263157894736842,0.0,0.2368421052631578,0.2368421052631578,0.0,0.1578947368421052,0.2105263157894736,0.1052631578947368,0.0,0.0,0.0,0.0,0.0263157894736842,0.0789473684210526,0.0,0.0263157894736842,0.0,0.4736842105263157,0.0,0.0,0.0,0.0,0.0789473684210526,0.0,0.0,0.0,0.0,0.0,0.0,0.0789473684210526,0.0,0.6863212304567213,0.3151219460093507,0.3499156137965249,0.1933983821180139,0.0996851597841809,0.1328318851176027,0.0671052631578947,0.3668421052631579
[*]Oc1c(CC)cc([*])cc1-c1ccccc1,4.4322,0.6206896551724138,0.0,0.0,0.2068965517241379,0.2068965517241379,0.0,0.1379310344827586,0.0689655172413793,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0.0344827586206896,0.0,0.0689655172413793,0.0,0.4137931034482758,0.0,0.0,0.0,0.0,0.0689655172413793,0.0,0.0,0.0,0.0,0.0,0.0,0.0689655172413793,0.0,0.7382154582918573,0.2554568376022021,0.3745645667481309,0.1363491084562735,0.0889353153528252,0.0889353153528252,0.0606896551724137,0.1743965517241379
[*]Oc1c(CCC)cc([*])cc1-c1ccccc1,3.9795,0.65625,0.0,0.0,0.1875,0.1875,0.0,0.15625,0.0625,0.03125,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.09375,0.0,0.375,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.7471327590769957,0.2471327590769957,0.3785116386154936,0.1313788795384978,0.0845038795384978,0.0845038795384978,0.0549999999999999,0.158046875
[*]Oc1c(CCCCC)cc([*])cc1-c1ccccc1,4.6522,0.7105263157894737,0.0,0.0,0.1578947368421052,0.1578947368421052,0.0,0.1842105263157894,0.0526315789473684,0.0263157894736842,0.0,0.0,0.0,0.0,0.0,0.0263157894736842,0.0,0.131578947368421,0.0,0.3157894736842105,0.0,0.0,0.0,0.0,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0526315789473684,0.0,0.7607433760648386,0.2344275865911542,0.3845361167288367,0.1237927406639982,0.0777401090850508,0.0777401090850508,0.0463157894736842,0.1330921052631579
[*]OC1C(COCC(=O)O)OC([*])C(O)C1O,6.4651,0.7586206896551724,0.0344827586206896,0.0,0.2068965517241379,0.0,0.0,0.2413793103448276,0.4827586206896552,0.2413793103448276,0.0,0.0,0.0,0.0,0.0344827586206896,0.1724137931034483,0.0344827586206896,0.0689655172413793,0.0344827586206896,0.0,0.1724137931034483,0.0,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0344827586206896,0.719232345974036,0.2364737252843807,0.3437969127221668,0.1150730105892201,0.0729056697438903,0.0729056697438903,0.0251724137931034,1.0038793103448278
[*]CC(C)(CO[*])COCCC#N,4.8567,0.9230769230769232,0.0,0.0384615384615384,0.0,0.0,0.0,0.3076923076923077,0.1923076923076923,0.1153846153846153,0.0,0.0,0.0,0.0,0.0384615384615384,0.1153846153846153,0.0,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7793734683241418,0.2024503914010648,0.3747779816888321,0.0898453551325297,0.0536558342053404,0.0536558342053404,0.0226923076923076,0.5120192307692307
[*]OC(=O)OCCCCCCOC(=O)OC1COC2C([*])COC12,6.2569,0.7727272727272727,0.0454545454545454,0.0,0.2045454545454545,0.0,0.0,0.1818181818181818,0.3636363636363636,0.1818181818181818,0.0,0.0,0.0,0.0,0.0454545454545454,0.0909090909090909,0.0454545454545454,0.1363636363636363,0.0454545454545454,0.0,0.1363636363636363,0.0,0.0,0.0454545454545454,0.0,0.0,0.0,0.0,0.0,0.0454545454545454,0.0227272727272727,0.0,0.0454545454545454,0.7333178709934297,0.2333178709934296,0.3650423222381585,0.1171275883639797,0.0688847974827156,0.0688847974827156,0.035,0.5711363636363638
[*]OC(=O)OCC(OC)C(COC(=O)OC1COC2C([*])COC12)OC,6.3754,0.782608695652174,0.0434782608695652,0.0,0.1956521739130435,0.0,0.0,0.217391304347826,0.4347826086956521,0.217391304347826,0.0,0.0,0.0,0.0,0.0434782608695652,0.1304347826086956,0.0434782608695652,0.1304347826086956,0.0434782608695652,0.0,0.1304347826086956,0.0,0.0,0.0434782608695652,0.0,0.0,0.0,0.0,0.0,0.0434782608695652,0.0217391304347826,0.0,0.0434782608695652,0.719184410970405,0.2409235414051876,0.3560512773784065,0.1189154449770181,0.0737674679333756,0.0737674679333756,0.0352173913043478,0.6466304347826088
[*]OC(=O)OCC(O)C(O)COC(=O)OC1COC2C([*])COC12,6.4149,0.75,0.05,0.0,0.225,0.0,0.0,0.2,0.5,0.25,0.0,0.0,0.0,0.0,0.05,0.15,0.05,0.1,0.05,0.0,0.15,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.025,0.0,0.05,0.7020620726159658,0.2520620726159658,0.344665176246764,0.1265465544619743,0.0797294844925837,0.0797294844925837,0.0405,0.8811250000000002
[*]COC(=O)c1ccc(C(=O)OCc2ccc([*])o2)cc1,3.476,0.6129032258064516,0.064516129032258,0.0,0.1935483870967742,0.1612903225806451,0.0,0.1612903225806451,0.3225806451612903,0.1612903225806451,0.0,0.0,0.0,0.0,0.064516129032258,0.064516129032258,0.064516129032258,0.064516129032258,0.032258064516129,0.3225806451612903,0.0,0.0,0.0,0.032258064516129,0.032258064516129,0.0,0.0,0.0,0.0,0.0,0.0,0.064516129032258,0.0,0.678749724268365,0.2916529500748166,0.342999779414692,0.1494513923179178,0.0940112730787835,0.0940112730787835,0.0825806451612903,0.5301612903225807
[*]OC(=O)OCC1OC(C)(C)OC1COC(=O)OC1COC2C([*])COC12,6.4211,0.7021276595744681,0.0425531914893617,0.0,0.2978723404255319,0.0,0.0,0.1489361702127659,0.425531914893617,0.2127659574468085,0.0,0.0,0.0,0.0,0.0425531914893617,0.0851063829787234,0.0425531914893617,0.0851063829787234,0.0851063829787234,0.0,0.1914893617021276,0.0,0.0,0.0638297872340425,0.0,0.0,0.0,0.0,0.0,0.0425531914893617,0.0212765957446808,0.0,0.0638297872340425,0.7145209128646517,0.246435806481673,0.3591140161575893,0.1270236269987837,0.0853167052921803,0.0853167052921803,0.0344680851063829,0.632872340425532
[*]Oc1ccc(C(=O)Nc2ccc(S(=O)(=O)c3ccc(NC(=O)c4ccc(Oc5nc([*])nc(Sc6ccccc6)n5)cc4)cc3)cc2)cc1,3.733,0.5205479452054794,0.0547945205479452,0.0,0.2465753424657534,0.2465753424657534,0.0,0.1506849315068493,0.2328767123287671,0.1506849315068493,0.0,0.0,0.0,0.0,0.0547945205479452,0.0410958904109589,0.0547945205479452,0.0136986301369863,0.0410958904109589,0.4520547945205479,0.0,0.0,0.0,0.0,0.0821917808219178,0.0,0.0,0.0,0.0,0.0,0.0,0.0821917808219178,0.0,0.6575623876878177,0.3374664036036459,0.3384821109504697,0.2014544992663373,0.1131488458828335,0.1515172152483154,0.0828767123287671,0.5495547945205479
[*]Oc1ccc(C(=O)Nc2ccc(Cc3ccc(NC(=O)c4ccc(Oc5nc([*])nc(Sc6ccccc6)n5)cc4)cc3)cc2)cc1,3.2006,0.547945205479452,0.0273972602739726,0.0,0.2465753424657534,0.2465753424657534,0.0,0.1506849315068493,0.1780821917808219,0.1232876712328767,0.0,0.0,0.0,0.0,0.0273972602739726,0.0410958904109589,0.0547945205479452,0.0136986301369863,0.0410958904109589,0.4520547945205479,0.0,0.0,0.0,0.0,0.0821917808219178,0.0,0.0,0.0,0.0,0.0,0.0,0.0821917808219178,0.0,0.6750316360249193,0.3163535069965319,0.3488714037751656,0.1778278571924799,0.1092216530313658,0.1226123490226795,0.0821917808219177,0.4326369863013699
[*]Oc1cccc(C(=O)Nc2ccc(S(=O)(=O)c3ccc(NC(=O)c4cccc(Oc5nc([*])nc(Sc6ccccc6)n5)c4)cc3)cc2)c1,3.7439,0.5205479452054794,0.0547945205479452,0.0,0.2465753424657534,0.2465753424657534,0.0,0.1506849315068493,0.2328767123287671,0.1506849315068493,0.0,0.0,0.0,0.0,0.0547945205479452,0.0410958904109589,0.0547945205479452,0.0136986301369863,0.0410958904109589,0.4520547945205479,0.0,0.0,0.0,0.0,0.0821917808219178,0.0,0.0,0.0,0.0,0.0,0.0,0.0821917808219178,0.0,0.6575623876878177,0.3374664036036459,0.3384821109504697,0.2014544992663373,0.1131488458828335,0.1515172152483154,0.0828767123287671,0.5495547945205479
[*]Oc1ccc(C(=O)Nc2cc(NC(=O)c3ccc([*])cc3)cc(-c3nc4ccccc4[nH]3)c2)cc1,3.4538,0.5185185185185185,0.037037037037037,0.0,0.2592592592592592,0.2592592592592592,0.0,0.1111111111111111,0.1851851851851851,0.1296296296296296,0.0,0.0,0.0,0.0,0.037037037037037,0.0185185185185185,0.074074074074074,0.0,0.0185185185185185,0.4814814814814814,0.0,0.0,0.0,0.0185185185185185,0.074074074074074,0.0,0.0,0.0,0.0,0.037037037037037,0.0185185185185185,0.0925925925925925,0.0,0.6761777639516929,0.3058073935813226,0.3500206647159141,0.1694671632906597,0.1153643862647916,0.1153643862647916,0.0909259259259259,0.4958796296296296
[*]CCOCCOCCOCCOCCOc1ccc(C(=O)Nc2cc(NC(=O)c3ccc(O[*])cc3)cc(-c3nc4ccccc4[nH]3)c2)cc1,3.7337,0.7078651685393258,0.0224719101123595,0.0,0.1573033707865168,0.1573033707865168,0.0,0.2359550561797752,0.2247191011235955,0.1348314606741573,0.0,0.0,0.0,0.0,0.0224719101123595,0.0674157303370786,0.0449438202247191,0.1123595505617977,0.0112359550561797,0.2921348314606741,0.0,0.0,0.0,0.0112359550561797,0.0449438202247191,0.0,0.0,0.0,0.0,0.0224719101123595,0.0112359550561797,0.0561797752808988,0.0,0.7140993337720307,0.2646611315248397,0.3617118803031312,0.1398030142698308,0.0883446069680247,0.0883446069680247,0.0592134831460674,0.430505617977528
[*]Oc1c(C)cc(C(=O)c2ccc([*])cc2)cc1C,4.3374,0.6129032258064516,0.032258064516129,0.0,0.1935483870967742,0.1935483870967742,0.0,0.1612903225806451,0.1290322580645161,0.064516129032258,0.0,0.0,0.0,0.0,0.032258064516129,0.032258064516129,0.032258064516129,0.064516129032258,0.0,0.3870967741935484,0.0,0.0,0.0,0.0,0.064516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.064516129032258,0.0,0.7198869864815396,0.2682740832557331,0.3650482768041202,0.1422015577568988,0.0978467190472213,0.0978467190472213,0.0674193548387096,0.3008064516129032
[*]Oc1c(F)c(F)c(S(=O)(=O)c2c(F)c(F)c(Oc3ccc(C(c4ccc([*])cc4)(C(F)(F)F)C(F)(F)F)cc3)c(F)c2F)c(F)c1F,3.4387,0.5892857142857143,0.0357142857142857,0.0,0.2142857142857142,0.2142857142857142,0.0,0.125,0.1428571428571428,0.0714285714285714,0.0,0.0,0.0,0.0,0.2857142857142857,0.0357142857142857,0.0,0.0714285714285714,0.0,0.4285714285714285,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.5505847156151519,0.3865935831317184,0.2840706010896687,0.2229083681812853,0.1497052788676978,0.1822654602304528,0.0812499999999999,0.2839285714285715
[*]c1ccc(N(c2ccc(CCCC)cc2)c2ccc(-c3sc([*])c4c3OCCO4)cc2)cc1,2.8878,0.5932203389830508,0.0,0.0,0.288135593220339,0.1864406779661017,0.0,0.135593220338983,0.0847457627118644,0.0508474576271186,0.0,0.0,0.0,0.0,0.0,0.0,0.0169491525423728,0.0677966101694915,0.0508474576271186,0.3728813559322034,0.0338983050847457,0.0,0.0,0.0169491525423728,0.0677966101694915,0.0,0.0,0.0,0.0,0.0338983050847457,0.0169491525423728,0.0677966101694915,0.0169491525423728,0.7232535333371448,0.279465339793547,0.3753485638074835,0.1603739295859195,0.0971351773096016,0.1109741024100715,0.0549152542372881,0.0919491525423728
[*]Oc1ccc(Oc2ccc(OC(=O)c3ccccc3-c3ccccc3C([*])=O)cc2)cc1,3.9355,0.5306122448979592,0.0408163265306122,0.0,0.2448979591836734,0.2448979591836734,0.0,0.1428571428571428,0.2040816326530612,0.1020408163265306,0.0,0.0,0.0,0.0,0.0408163265306122,0.0612244897959183,0.0408163265306122,0.0,0.0,0.4897959183673469,0.0,0.0,0.0,0.0,0.0816326530612244,0.0,0.0,0.0,0.0,0.0,0.0,0.0816326530612244,0.0,0.6743110500473329,0.3069641112718227,0.3487166797364772,0.1669156942168065,0.1104110260681813,0.1104110260681813,0.0893877551020407,0.3715816326530612
[*]Oc1ccccc1C(=O)OCCOCCOCCOC(=O)c1ccccc1Oc1nc([*])nc(N(CC)c2ccccc2)n1,3.4967,0.6933333333333334,0.0266666666666666,0.0,0.16,0.16,0.0,0.24,0.2666666666666666,0.16,0.0,0.0,0.0,0.0,0.0266666666666666,0.08,0.04,0.1066666666666666,0.04,0.28,0.0,0.0,0.0,0.0,0.0533333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0533333333333333,0.0,0.7007312094094764,0.2740645427428098,0.3543243114430504,0.1422143342368655,0.0872620109610663,0.0872620109610663,0.0676,0.4747666666666666
[*]Oc1cc(Oc2ccc(C(C)(C)c3ccc([*])cc3)cc2)cc(C(=O)Oc2ccc(N=Nc3ccc(C#N)cc3)cc2)c1,3.0878,0.5797101449275363,0.0289855072463768,0.0144927536231884,0.217391304347826,0.217391304347826,0.0,0.1594202898550724,0.1594202898550724,0.1014492753623188,0.0,0.0,0.0,0.0,0.0289855072463768,0.0869565217391304,0.0144927536231884,0.0434782608695652,0.0,0.4347826086956521,0.0,0.0,0.0,0.0,0.072463768115942,0.0,0.0,0.0,0.0,0.0,0.0,0.072463768115942,0.0,0.68803817316457,0.296733825338483,0.3551277326826868,0.1608052936904569,0.1096680463637661,0.1096680463637661,0.0831884057971014,0.3777898550724637
[*]OC(=O)OCCCCOC(=O)OC1COC2C([*])COC12,6.0817,0.7368421052631579,0.0526315789473684,0.0,0.2368421052631578,0.0,0.0,0.1578947368421052,0.4210526315789473,0.2105263157894736,0.0,0.0,0.0,0.0,0.0526315789473684,0.1052631578947368,0.0526315789473684,0.1052631578947368,0.0526315789473684,0.0,0.1578947368421052,0.0,0.0,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0526315789473684,0.0263157894736842,0.0,0.0526315789473684,0.7175259558871291,0.2438417453608133,0.356891109959973,0.1224635233688186,0.0731823970852496,0.0731823970852496,0.0405263157894736,0.6613157894736844
[*]OC(=O)OCCCCCCCCOC(=O)OC1COC2C([*])COC12,6.6545,0.8,0.04,0.0,0.18,0.0,0.0,0.2,0.32,0.16,0.0,0.0,0.0,0.0,0.04,0.08,0.04,0.16,0.04,0.0,0.12,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.0,0.04,0.7453197264742181,0.2253197264742181,0.3712372435695795,0.1130722777603022,0.0656186217847897,0.0656186217847897,0.0308,0.5026000000000002
[*]OC(=O)OCCCCCCCCCCOC(=O)OC1COC2C([*])COC12,6.4724,0.8214285714285714,0.0357142857142857,0.0,0.1607142857142857,0.0,0.0,0.2142857142857142,0.2857142857142857,0.1428571428571428,0.0,0.0,0.0,0.0,0.0357142857142857,0.0714285714285714,0.0357142857142857,0.1785714285714285,0.0357142857142857,0.0,0.1071428571428571,0.0,0.0,0.0357142857142857,0.0,0.0,0.0,0.0,0.0,0.0357142857142857,0.0178571428571428,0.0,0.0357142857142857,0.7547497557805519,0.2190354700662661,0.3761046817585531,0.1098859622859841,0.0630523408792765,0.0630523408792765,0.0275,0.4487500000000001
[*]OC(=O)OCCOCCOC(=O)OC1COC2C([*])COC12,6.7043,0.7435897435897436,0.0512820512820512,0.0,0.2307692307692307,0.0,0.0,0.1794871794871795,0.4615384615384615,0.2307692307692307,0.0,0.0,0.0,0.0,0.0512820512820512,0.1282051282051282,0.0512820512820512,0.1025641025641025,0.0512820512820512,0.0,0.1538461538461538,0.0,0.0,0.0512820512820512,0.0,0.0,0.0,0.0,0.0,0.0512820512820512,0.0256410256410256,0.0,0.0512820512820512,0.7095957593378146,0.248057297799353,0.3517977043318676,0.1233810814994608,0.0727465976176252,0.0727465976176252,0.0405128205128205,0.7035256410256411
[*]OC(=O)OCCOCCOCCOC(=O)OC1COC2C([*])COC12,6.1949,0.782608695652174,0.0434782608695652,0.0,0.1956521739130435,0.0,0.0,0.217391304347826,0.4347826086956521,0.217391304347826,0.0,0.0,0.0,0.0,0.0434782608695652,0.1304347826086956,0.0434782608695652,0.1304347826086956,0.0434782608695652,0.0,0.1304347826086956,0.0,0.0,0.0434782608695652,0.0,0.0,0.0,0.0,0.0,0.0434782608695652,0.0217391304347826,0.0,0.0434782608695652,0.719184410970405,0.2409235414051876,0.3560512773784065,0.1189154449770181,0.06833268532468,0.06833268532468,0.0352173913043478,0.6466304347826088
[*]OC(=O)OCCOCCOCCOCCOC(=O)OC1COC2C([*])COC12,5.9406,0.8113207547169812,0.0377358490566037,0.0,0.1698113207547169,0.0,0.0,0.2452830188679245,0.4150943396226415,0.2075471698113207,0.0,0.0,0.0,0.0,0.0377358490566037,0.1320754716981132,0.0377358490566037,0.1509433962264151,0.0377358490566037,0.0,0.1132075471698113,0.0,0.0,0.0377358490566037,0.0,0.0,0.0,0.0,0.0,0.0377358490566037,0.0188679245283018,0.0,0.0377358490566037,0.726240211228349,0.2356741734924999,0.3591812650918974,0.1156294105548434,0.0650847121279845,0.0650847121279845,0.0313207547169811,0.6047641509433963
[*]CCNC(=O)c1ccc(O[*])cc1,4.8032,0.6956521739130435,0.0434782608695652,0.0,0.1304347826086956,0.1304347826086956,0.0,0.1739130434782608,0.217391304347826,0.1304347826086956,0.0,0.0,0.0,0.0,0.0434782608695652,0.0434782608695652,0.0869565217391304,0.0869565217391304,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.0434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0434782608695652,0.0,0.7288569641925081,0.2505960946272906,0.3569966857359845,0.1241505167810357,0.0753427611908866,0.0753427611908866,0.0656521739130434,0.5361956521739131
[*]CCNC(=O)c1cccc(O[*])c1,5.033,0.6956521739130435,0.0434782608695652,0.0,0.1304347826086956,0.1304347826086956,0.0,0.1739130434782608,0.217391304347826,0.1304347826086956,0.0,0.0,0.0,0.0,0.0434782608695652,0.0434782608695652,0.0869565217391304,0.0869565217391304,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.0434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0434782608695652,0.0,0.7288569641925081,0.2505960946272906,0.3569966857359845,0.1241505167810357,0.0753427611908866,0.0753427611908866,0.0656521739130434,0.5361956521739131
[*]Oc1ccc(Oc2ccc(Oc3cccc([*])n3)cc2)cc1,4.1015,0.5294117647058824,0.0,0.0,0.2647058823529412,0.2647058823529412,0.0,0.1470588235294117,0.2058823529411764,0.1176470588235294,0.0,0.0,0.0,0.0,0.0,0.088235294117647,0.0,0.0,0.0294117647058823,0.5,0.0,0.0,0.0,0.0,0.088235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.088235294117647,0.0,0.6815281902026925,0.299175249026222,0.3492965474153964,0.1608186565194004,0.1007170614211211,0.1007170614211211,0.0885294117647058,0.3792647058823529
[*]Oc1ccc(C(=O)CNc2cccc(NCC(=O)c3ccc([*])cc3)c2)cc1,3.1409,0.6170212765957447,0.0425531914893617,0.0,0.1914893617021276,0.1914893617021276,0.0,0.1914893617021276,0.1702127659574468,0.1063829787234042,0.0,0.0,0.0,0.0,0.0425531914893617,0.0212765957446808,0.0851063829787234,0.0425531914893617,0.0,0.3829787234042553,0.0,0.0,0.0,0.0,0.0638297872340425,0.0,0.0,0.0,0.0,0.0,0.0,0.0638297872340425,0.0,0.7046632353700321,0.279131320476415,0.3576484065565848,0.1490808431211853,0.0958893537594832,0.0958893537594832,0.076595744680851,0.4171808510638298
[*]Oc1ccc(C(=O)CNNCC(=O)c2ccc([*])cc2)cc1,4.0817,0.6486486486486487,0.054054054054054,0.0,0.1621621621621621,0.1621621621621621,0.0,0.2162162162162162,0.2162162162162162,0.1351351351351351,0.0,0.0,0.0,0.0,0.054054054054054,0.027027027027027,0.1081081081081081,0.054054054054054,0.0,0.3243243243243243,0.0,0.0,0.0,0.0,0.054054054054054,0.0,0.0,0.0,0.0,0.0,0.0,0.054054054054054,0.0,0.7059235692538245,0.273491136821392,0.3530340949367441,0.1421509738161014,0.0888102495525884,0.0888102495525884,0.0675675675675675,0.5299324324324325
[*]Oc1ccc(C(=O)CNCCNCC(=O)c2ccc([*])cc2)cc1,3.5485,0.6976744186046512,0.0465116279069767,0.0,0.1395348837209302,0.1395348837209302,0.0,0.2325581395348837,0.1860465116279069,0.1162790697674418,0.0,0.0,0.0,0.0,0.0465116279069767,0.0232558139534883,0.0930232558139534,0.0930232558139534,0.0,0.2790697674418604,0.0,0.0,0.0,0.0,0.0465116279069767,0.0,0.0,0.0,0.0,0.0,0.0,0.0465116279069767,0.0,0.7237016758695699,0.2585853967998024,0.3618482583292905,0.1338790610859467,0.0821672750917612,0.0821672750917612,0.0581395348837209,0.4559883720930233
[*]Oc1ccc(C(=O)CNCCCNCC(=O)c2ccc([*])cc2)cc1,3.504,0.717391304347826,0.0434782608695652,0.0,0.1304347826086956,0.1304347826086956,0.0,0.2391304347826087,0.1739130434782608,0.108695652173913,0.0,0.0,0.0,0.0,0.0434782608695652,0.0217391304347826,0.0869565217391304,0.108695652173913,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.0434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0434782608695652,0.0,0.7308515665737284,0.252590697008511,0.3654233719165106,0.1305826005803415,0.0795259310640376,0.0795259310640376,0.0543478260869565,0.42625
[*]Oc1ccc(C(=O)CNCCCCCCCCNCC(=O)c2ccc([*])cc2)cc1,3.8264,0.7868852459016393,0.0327868852459016,0.0,0.0983606557377049,0.0983606557377049,0.0,0.2622950819672131,0.1311475409836065,0.081967213114754,0.0,0.0,0.0,0.0,0.0327868852459016,0.0163934426229508,0.0655737704918032,0.1639344262295081,0.0,0.1967213114754098,0.0,0.0,0.0,0.0,0.0327868852459016,0.0,0.0,0.0,0.0,0.0,0.0,0.0327868852459016,0.0,0.7560520010228116,0.2314618370883853,0.3780241821009752,0.118963928306487,0.0702162758843562,0.0702162758843562,0.040983606557377,0.3214344262295082
[*]Oc1ccc(N=Cc2ccc(N(c3ccccc3)c3ccc(C=Nc4ccc([*])cc4)cc3)cc2)cc1,2.8042,0.5409836065573771,0.0327868852459016,0.0,0.2459016393442623,0.2459016393442623,0.0,0.1311475409836065,0.081967213114754,0.0655737704918032,0.0,0.0,0.0,0.0,0.0,0.0491803278688524,0.0491803278688524,0.0,0.0,0.4918032786885246,0.0,0.0,0.0,0.0,0.081967213114754,0.0,0.0,0.0,0.0,0.0,0.0,0.081967213114754,0.0,0.700817853720717,0.2909817881469465,0.3635675413105844,0.1601536349095375,0.1041767528869959,0.1041767528869959,0.081311475409836,0.1975
[*]c1ccc(NC(=O)c2cc(NC(=O)c3ccc(OC(C)=O)cc3)cc(C(=O)Nc3ccc(-c4nnc([*])o4)cc3)c2)cc1,3.3971,0.5538461538461539,0.0615384615384615,0.0,0.2307692307692307,0.2153846153846154,0.0,0.1384615384615384,0.2615384615384615,0.1692307692307692,0.0,0.0,0.0,0.0,0.0615384615384615,0.0153846153846153,0.1076923076923077,0.0153846153846153,0.0461538461538461,0.4,0.0,0.0,0.0,0.0153846153846153,0.0615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.0,0.6643931956966611,0.3105470418505072,0.3417459743131563,0.167259192982389,0.110982057068546,0.110982057068546,0.0938461538461538,0.5866153846153846
[*]CCCCCCOc1ccc(C(C)(C)c2ccc(O[*])cc2)cc1,4.7729,0.7843137254901961,0.0,0.0,0.1176470588235294,0.1176470588235294,0.0,0.2352941176470588,0.0784313725490196,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,0.0392156862745098,0.0,0.1764705882352941,0.0,0.2352941176470588,0.0,0.0,0.0,0.0,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.0392156862745098,0.0,0.7709116976652496,0.2218920898221122,0.3876592299246992,0.1149484791312901,0.0757327928567802,0.0757327928567802,0.0384313725490196,0.1444117647058823
[*]CC(C)(CO[*])COCCCCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,4.042,0.8309859154929577,0.0,0.0140845070422535,0.0845070422535211,0.0845070422535211,0.0,0.2676056338028169,0.0985915492957746,0.056338028169014,0.0,0.0,0.0,0.0,0.0140845070422535,0.056338028169014,0.0,0.2112676056338028,0.0,0.1690140845070422,0.0,0.0,0.0,0.0,0.028169014084507,0.0,0.0,0.0,0.0,0.0,0.0,0.028169014084507,0.0,0.770027584040726,0.2207318093928387,0.3859503635827253,0.1125947538578822,0.0694126757718692,0.0694126757718692,0.0330985915492957,0.22
[*]CC1CCC(COC(C)OC(=O)c2cccc(C(=O)OC(C)O[*])c2)CC1,4.7856,0.7592592592592593,0.037037037037037,0.0,0.1666666666666666,0.0555555555555555,0.0,0.2037037037037037,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,0.037037037037037,0.074074074074074,0.037037037037037,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0185185185185185,0.0185185185185185,0.7490646248663552,0.2305461063478366,0.3749141777324304,0.1173540242053219,0.0751495963837948,0.0751495963837948,0.0355555555555555,0.3799074074074074
[*]c1nc2cc(S(=O)(=O)c3ccc4oc(C5CCC([*])CC5)nc4c3)ccc2o1,4.7439,0.4666666666666667,0.0444444444444444,0.0,0.3555555555555555,0.2222222222222222,0.0,0.0666666666666666,0.2222222222222222,0.1333333333333333,0.0,0.0,0.0,0.0,0.0444444444444444,0.0,0.0,0.0222222222222222,0.0888888888888888,0.3111111111111111,0.1333333333333333,0.0,0.0,0.0444444444444444,0.0666666666666666,0.0,0.0,0.0,0.0,0.0888888888888888,0.0444444444444444,0.0888888888888888,0.0222222222222222,0.6874593031848718,0.3056036716499324,0.3600556754605519,0.1930148587404274,0.1131403903206418,0.1536597271276257,0.0593333333333333,0.4788888888888889
